Marca temporal	Pais	Comercial encargado	Cliente	Nombre-Correo Gestor Cliente	N° Vacantes	Perfil del Puesto	Tiempo del Servicio	Modalidad de Trabajo	Formación Académica Mínima Requerida	Conocimientos Técnicos Específicos	Años y Tipo de Experiencia	Asignación Equipo	Especificaciones Máquina Portátil	Tarifa	Salario	Observaciones	USUARIO	Estado	Observación Proceso	Número de Candidatos Enviados	Fecha de Envío al Solicitante	Candidato 1	Candidato 2	Candidato 3	Candidato 4	Candidato 5	Candidato 6
2024-03-19 21:07:05	España	Claudía Navas	Softtek	nvilar@example.net	2	Ingeniero industrial	Más de 1 año	100 % Remoto	Ingeniería de Sistemas	"Consequatur saepe pariatur omnis ipsa quia voluptatibus. Corrupti tempore voluptatem cum nam consequatur fugit.
Culpa iusto et. Iure tempora cupiditate ad veritatis quaerat."	6 meses - 1 año	Cliente	N/A	1279879	$ 1729458 + $289390	Quisquam necessitatibus laborum ipsum est. Perferendis nemo quaerat tempore nobis eius asperiores.	Barbara Correa	ATENDIDA	Ab numquam voluptatibus id.	3	2024-04-10 02:21:55	Raquel Blanca Montoya	Roberto Torrens Riera	Fermín del Anaya	Rubén Gual Canals	Anastasia Hilda Osuna Báez	Cecilio Blanca Jaén
2024-07-02 22:42:42	Colombia	Víctor Díaz	Cliente T	barbamartirio@example.org	2	Veterinario	> 1 Año	Presencial	Tecnología	"Saepe ut eos perferendis odit quibusdam mollitia. Voluptates quae quaerat at iste maxime exercitationem.
Repellat impedit nihil fugit at fugit ratione. Tenetur hic recusandae similique modi."	> a 3 años	Cliente	N/A	3902945	$ 4958330 + $247146	Qui id deleniti excepturi.	Angelica Garzón	CERRADA	In aspernatur sapiente eligendi sit at corrupti.	6	2024-04-21 03:21:36	Adelia Núñez Cózar	Estela Sevilla Cerro	Ángel Barreda Mendez	Duilio del Mulet	María Cristina Barrios Bayo	Petrona Acosta Cal
2024-11-10 18:32:54	Colombia	Angelica Garzón	Cliente O	amilcar81@example.org	3	Profesional religioso	Indefinido	100 % Remoto	Pregrado Ingeniería de Sistemas	Natus quas beatae occaecati eius eveniet beatae. Quam autem earum sed fuga odit.	6 meses - 1 año	Cliente	Por definir	7740137	$ 3957248 + $206817	Neque quo veritatis voluptate illum nam illo. Nulla suscipit quo tenetur corporis hic.	Cristian Carrillo	CERRADA	Rerum nesciunt impedit cum facilis qui.	2	2024-11-05 07:39:33	Crescencia de Alfaro	Jenaro Mata Prat	Mario Casares Cuenca	Narciso Quintana Yáñez	Luciano Vilanova Moles	Lorenza Prieto Muñoz
2024-07-12 23:29:31	Colombia	Angelica Garzón	Cliente H	ramirobernat@example.org	2	Empleado de servicios de correos	Indefinido	Presencial	Ingeniería de Sistemas	"Eligendi porro necessitatibus iure error. Eius ex vitae blanditiis.
Atque culpa doloremque minus. Porro tempore iure deserunt quo mollitia."	6 meses - 1 año	Samtel	Por determinar	6970805	$ 2459243 + $392219	In autem exercitationem quasi. Blanditiis ratione eum culpa.	Alicia Perdomo	CONTRATADO	Nostrum reiciendis dolor porro fugit ipsam.	6	2024-09-05 16:21:37	Cristina Mateos Rius	Dimas Mateu Martínez	Geraldo Prado Amorós	Reina Guerrero Collado	Inés Casares-Machado	Imelda Infante Bejarano
2024-05-24 12:15:25	España	Angelica Garzón	Banco Falabella	xpatino@example.org	4	Limpiador de fachadas	Más de 1 año	100 % Remoto	Ingeniería de Sistemas	"Ducimus dolor nesciunt. Ea maxime ipsa veritatis dolorum aspernatur deleniti.
Blanditiis voluptates sint rem voluptatum nulla vel. Sapiente ea iste laboriosam. Iusto amet dolor."	5 Años	Samtel	N/A	2830225	$ 4072746 + $331179	Ducimus quos pariatur iure quod. Molestias veniam sed sit maiores distinctio esse nam.	Alicia Perdomo	CERRADA	Corporis nam facilis vero tempore ipsa.	2	2024-11-22 17:22:42	Conrado de Salvador	Narcisa Almudena Menendez Duran	Cruz Ballester Guardiola	Tadeo Salazar Alsina	Maxi Molins	Dolores Malena Caparrós Piñeiro
2024-05-28 11:22:35	Colombia	Angelica Garzón	Cliente H	gilbertojove@example.com	4	Operador de instalaciones de procesamiento de metales	6 meses	Hibrido	Ingeniería de Sistemas	"Est nulla officiis minima. Saepe quae sunt libero voluptates vero eos.
Blanditiis necessitatibus odio. Architecto non quas perferendis aspernatur nisi. Quae dolorem animi repellendus enim tenetur."	5 Años	Samtel	N/A	1653106	$ 1233681 + $147238	Neque omnis quibusdam porro. Saepe perferendis nisi maiores quibusdam.	Angelica Garzón	ATENDIDA	Voluptatum inventore magni.	3	2024-07-05 16:37:36	Nazaret Badía	Aníbal Galán Portero	Manuelita Arce Toro	Elodia Hidalgo Gil	Román Giménez Beltran	Adelaida Perelló
2024-07-12 07:29:30	Colombia	Angelica Garzón	Cliente A	lucianosuarez@example.com	2	Empleado de servicios de apoyo a la producción	6 meses	Hibrido	Tecnología	"Incidunt beatae assumenda quae velit nulla.
Iste iusto quia dolorem recusandae saepe illo. Maiores aspernatur optio eligendi."	5 Años	Samtel	N/A	3364397	$ 1056874 + $181211	Quas suscipit unde expedita molestiae autem. Officia facilis reprehenderit aspernatur.	Carolina Sabogal	ATENDIDA	Repellat repellendus eaque exercitationem autem.	10	2024-06-29 01:10:45	Cayetana Mariño Llopis	Clarisa Criado Céspedes	Chus Yáñez Cortés	Trinidad Izquierdo Teruel	Godofredo Toni Vicente Zamorano	Adela Quiroga Landa
2024-12-11 19:08:10	España	Angelica Garzón	BBVA	santosredondo@example.org	5	Entrenador deportivo	1 Año	100 % Remoto	Pregrado Ingeniería de Sistemas	"Repellat quaerat officia necessitatibus debitis officia fuga. Quod voluptas id occaecati quos enim quasi.
Ad ullam necessitatibus nobis rem."	> a 3 años	Cliente	Por definir	4006980	$ 4509421 + $385090	Perspiciatis sint delectus.	Angelica Garzón	CONTRATADO	Rerum porro natus iure dicta ab.	10	2024-11-19 19:15:42	Lorena Carrión Crespo	Rosa Rivero Bermejo	Nidia del Doménech	Poncio Marco Pineda	Urbano Cases Manzanares	Ciríaco Arce-Recio
2024-11-11 07:09:06	España	Niolimar Sequera	Cliente F	pepita18@example.net	4	Empacador manual	Indefinido	100 % Remoto	Tecnología	Explicabo laborum possimus necessitatibus. Velit perspiciatis esse repudiandae. Debitis a optio nihil sequi illo.	6 meses - 1 año	Samtel	Por determinar	6088837	$ 4437684 + $108752	Beatae illo eaque dolor nulla. Iure et repellendus nobis ab quos.	Carolina Sabogal	CERRADA	Magnam corporis illo officia fugit.	2	2024-05-15 18:48:00	Ale Ligia Laguna Pazos	Renato Lillo Porta	Ciríaco Perelló Garrido	Javi Garrido Coronado	Xiomara Tur Acero	Valero Cámara Reyes
2024-05-25 22:17:02	Colombia	Claudía Navas	Cliente T	iolive@example.org	1	Operador de instalaciones de tratamiento de agua	Más de 1 año	Hibrido	Ingeniería de Sistemas	Eum error doloremque suscipit. Esse labore sapiente doloribus corrupti. Dolor dolorum soluta ex sequi.	5 Años	Cliente	Por determinar	6717068	$ 4924875 + $187185	Et magni optio eveniet quisquam. Ipsum omnis quae explicabo sint harum.	Alexander Gabel	CERRADA	Ipsam est velit provident.	9	2024-04-21 05:06:10	Loreto Zabala Ferrández	Rafa Barriga Solsona	Mónica Barón	Natividad Gordillo	Maristela Lladó	Calixto Manso Cabo
2024-08-18 15:03:00	España	Alexander Gabel	Cliente M	rayllon@example.com	4	Controlador de instalaciones de procesamiento de productos químicos	Indefinido	100 % Remoto	Pregrado Ingeniería de Sistemas	Quibusdam praesentium doloremque quo optio itaque voluptas. Eveniet soluta distinctio deleniti corrupti placeat. Excepturi saepe ea nemo rerum perferendis.	> a 3 años	Samtel	N/A	5281905	$ 2994566 + $273184	Odio expedita quod quaerat recusandae sit excepturi. Velit dignissimos explicabo cumque sint.	Cristian Carrillo	CERRADA	Labore cumque aspernatur suscipit odit.	1	2025-02-27 19:10:42	Iris Arteaga Mata	Mamen Palmer	Yaiza Nogueira	Nélida Olmo Cordero	Jennifer Garriga Fuster	Ovidio Flores Posada
2025-01-09 04:21:16	España	Angelica Garzón	Cliente L	frodriguez@example.com	2	Cajero de banco	Más de 1 año	100 % Remoto	Tecnología	"Non a suscipit. Nobis officia odit voluptatem reprehenderit sit.
Porro velit optio. Natus inventore adipisci harum distinctio."	6 meses - 1 año	Samtel	Por definir	3584339	$ 4326107 + $295893	Natus dolore corrupti libero amet. Et vero aliquam nobis ducimus quis.	Cristian Carrillo	ATENDIDA	Ut sit mollitia pariatur quis.	10	2024-10-27 18:28:45	Gonzalo Salvador Tomé	Mónica Agustín Carballo	Chus Salinas-Quesada	Ema Nadal-Leon	Casemiro Pareja	Dafne Tamarit Tirado
2024-05-01 17:23:45	Colombia	Claudía Navas	Cliente B	bayonafortunato@example.com	3	Catador de bebidas	Más de 1 año	Presencial	Tecnología	Id exercitationem facilis esse perspiciatis doloribus. Nobis quae delectus facilis eum ad.	5 Años	Cliente	Por determinar	8217821	$ 4945474 + $330014	Culpa culpa quasi eum iure. Dolorum iste dignissimos cum eius. Nobis voluptas natus nulla magni.	Barbara Correa	CONTRATADO	Debitis aliquam repellat nobis.	6	2025-02-05 19:26:50	Fabiana Palacio Narváez	Leonardo Cañellas Llabrés	Joan Jerónimo Palomares Colomer	Emelina Velasco Carro	Modesto Fortuny Tur	Fátima Tenorio Angulo
2024-04-15 00:53:52	Colombia	Alexander Gabel	Banco Falabella	alfredobarragan@example.net	3	Asistente fisioterapeuta	Indefinido	Presencial	Ingeniería de Sistemas	Saepe reiciendis laborum delectus ut culpa doloremque. Saepe deleniti eligendi neque dolores neque harum distinctio.	> a 3 años	Samtel	Por determinar	5690699	$ 3258029 + $223440	Praesentium architecto dignissimos ex nihil nulla. Est aperiam veniam perspiciatis.	Alicia Perdomo	CONTRATADO	Accusantium voluptatum et quia.	6	2025-01-02 00:03:54	Rico Daza-Ordóñez	Encarnacion Luque Cifuentes	Leonor Nadal Lasa	Severo Sola	Otilia Sanchez	Susanita Barrera Cobos
2024-11-04 05:19:29	Colombia	Claudía Navas	Cliente T	dgoni@example.net	5	Recolector de dinero en aparatos de venta automática y lector de medidores	> 1 Año	100 % Remoto	Ingeniería de Sistemas	Aperiam tempore aperiam cupiditate alias. Minima eius eius odio. Quis doloribus earum asperiores enim consequuntur.	> a 3 años	Cliente	Por definir	3930011	$ 4483033 + $102849	Temporibus asperiores aperiam quod sed. Fugit unde aperiam iusto.	Angelica Garzón	ATENDIDA	Quos ipsum dolore sint veniam mollitia.	7	2025-02-15 05:14:54	Leyre Andrade-Saez	Ester de Miguel	Noemí Madrid	Alex Pazos Barón	Begoña Manuel Briones	Vera Capdevila Aragonés
2024-08-21 18:03:53	España	Andres Leon	Cliente C	valentinguillermo@example.org	5	Técnico en ingeniería civil	6 meses	100 % Remoto	Pregrado Ingeniería de Sistemas	"Ullam tenetur optio. Labore cupiditate nulla quas dolore explicabo expedita laudantium.
Voluptas quisquam voluptates itaque debitis atque. A veritatis distinctio."	> a 3 años	Cliente	Por determinar	8687891	$ 1410598 + $116465	Suscipit expedita eligendi perferendis dicta explicabo sequi. Inventore ipsum eius dolorum.	Víctor Díaz	ATENDIDA	Iure dolorem quasi qui.	9	2024-08-26 13:32:49	Olimpia Romeu Garay	Xavier Bayón Ferrándiz	Darío Arroyo-Valderrama	Calixta Moraleda Pizarro	Nélida Aranda Peñalver	Aurelio Pla Puerta
2024-05-22 02:06:02	España	Víctor Díaz	Cliente H	pazcamilo@example.net	5	Instructor de autoescuela	Indefinido	100 % Remoto	Tecnología	Sed labore officia rerum blanditiis qui repellendus dignissimos. Molestiae et architecto sed maxime. Excepturi molestiae qui temporibus molestias.	6 meses - 1 año	Cliente	Por determinar	1135639	$ 3055385 + $366910	In reprehenderit qui maxime quia quod. Voluptate atque et fugiat.	Alicia Perdomo	CONTRATADO	Ab alias nemo ab.	7	2024-04-23 10:17:36	Benigno Luque Cobos	Jenaro Varela	Hermenegildo Roberto Lledó Doménech	Nicolás Hernández	Gabino Tudela Lledó	Ismael Torres Roldán
2024-07-13 02:11:13	España	Angelica Garzón	Banco Falabella	pgalindo@example.com	4	Conserje	1 Año	Hibrido	Tecnología	"Labore quisquam nulla pariatur veniam sed voluptatibus. Facere dolorem nihil quas.
Velit suscipit facilis deleniti. Odio consequuntur nemo eos et ullam. Maxime vero cum veritatis."	> a 3 años	Samtel	Por determinar	5406850	$ 3282121 + $381112	Est iusto ad sit repellat. Dolor impedit harum.	Angelica Garzón	CONTRATADO	Ducimus qui qui exercitationem maxime ea.	2	2025-03-07 14:07:01	Pía Armengol Valentín	Emiliana de Téllez	Adán Tena Vicente	Felicia Puerta Solano	Mar Pujadas Santamaria	Cebrián Cabeza Gilabert
2024-11-05 14:40:25	Colombia	Andres Leon	Banco Falabella	garciaesther@example.org	4	Operador de máquinas para fabricar productos de papel	1 Año	Hibrido	Ingeniería de Sistemas	"Libero laboriosam praesentium. Minima sed eos in placeat quos.
Modi soluta molestiae eaque perspiciatis explicabo. Quisquam et doloribus placeat sint."	6 meses - 1 año	Samtel	Por determinar	4449941	$ 2439792 + $409860	Libero illum earum debitis facilis. Voluptas unde neque reprehenderit.	Cristian Carrillo	ATENDIDA	Assumenda optio aliquid nulla natus.	8	2024-11-04 09:01:57	Ale Armas	Leticia Agustí Torres	Hermenegildo Aguiló Mayol	José Amador Luna	Judith Vicens-Adadia	Amada Roselló Chaparro
2024-08-23 05:40:44	Colombia	Niolimar Sequera	Cliente P	vdiez@example.net	5	Especialista en tratamientos de belleza	> 1 Año	Presencial	Pregrado Ingeniería de Sistemas	Possimus molestias illo dicta sapiente iste. Vitae animi iste ad quo. Doloribus autem officia. In natus aliquid a error in.	5 Años	Samtel	Por definir	8801589	$ 4794516 + $235811	Perferendis asperiores temporibus dolore. Voluptatem nisi suscipit perspiciatis.	Carolina Sabogal	CERRADA	Ea quis suscipit ad corporis.	7	2024-05-18 13:48:47	Paulino Bravo Pazos	Bernabé Torrens Farré	Rosenda de Alba	Pascuala Gascón	Bernardino Pombo Molins	Jose Ramón Rosado-Pozuelo
2024-10-07 02:14:10	Colombia	Andres Leon	Cliente J	realcurro@example.org	3	Soldador y oxicortador	6 meses	Hibrido	Pregrado Ingeniería de Sistemas	Sapiente cupiditate magnam maiores aperiam corporis. Nisi magnam consectetur voluptatibus doloribus amet quaerat.	> a 3 años	Cliente	Por definir	8413471	$ 1794493 + $308094	Debitis explicabo molestias assumenda. Expedita officiis aliquam voluptatum repellendus recusandae.	Carolina Sabogal	CONTRATADO	Suscipit alias atque adipisci.	4	2024-06-14 05:02:35	Virginia Perla Sáez Perales	Aitana Iniesta Salas	Nydia Pacheco Santana	Eleuterio Lucena Cerdá	Angelita de Menendez	Wilfredo Morata Pérez
2024-04-28 01:32:20	España	Andres Leon	Cliente G	bernardo42@example.com	4	Delineante	> 1 Año	Hibrido	Ingeniería de Sistemas	Commodi veritatis accusamus maiores consequuntur amet odit itaque. Maiores ratione quae totam eaque natus accusamus.	> a 3 años	Samtel	Por determinar	7925138	$ 1615112 + $356533	Deserunt praesentium culpa omnis. Repellendus quisquam quam similique perferendis.	Barbara Correa	ATENDIDA	Odio consectetur ea at minima nulla.	3	2024-03-20 19:48:07	Felicidad Salazar	Arsenio Gabaldón-Ferrándiz	Brígida de Montenegro	Jose Ramón del Montenegro	Azucena Torrens Ponce	Piedad Vara Alcolea
2024-03-20 06:24:14	España	Víctor Díaz	Banco Falabella	vargasmarcos@example.org	2	Cortador de vidrio	> 1 Año	Presencial	Tecnología	"Consequatur eos odio quas laborum saepe inventore. Accusantium dolores omnis fuga iure natus. Ab sint facilis sequi id quaerat vel.
Rem at nihil dicta repellendus ipsum beatae libero."	5 Años	Cliente	N/A	7982279	$ 4374465 + $205783	Harum cumque necessitatibus excepturi. Eos animi eveniet. Iusto veniam quae nam harum harum totam.	Alexander Gabel	CERRADA	Esse pariatur doloribus.	9	2024-08-10 18:25:39	Juana Plana Molins	Nuria Iñiguez Losada	Anna Jimena Puente Cuesta	Ruy Corral Pulido	Alfonso Nacho Arana Barrena	Sigfrido Salom-Bru
2024-04-27 06:48:10	Colombia	Angelica Garzón	Cliente O	marcianosalamanca@example.org	4	Empleado de servicios de correos	Indefinido	Presencial	Tecnología	In voluptate tempora cumque labore. Quidem qui repellendus aut maxime nam nulla. Ipsam dolor suscipit perferendis molestias cumque.	5 Años	Cliente	N/A	2899038	$ 1474519 + $338282	Ipsa eaque natus repudiandae veritatis. Excepturi tempora deserunt a ea.	Barbara Correa	ATENDIDA	Enim ipsa delectus vero neque minus laboriosam.	8	2024-10-20 20:31:10	Galo Jimenez Zabala	Ariel Conde Esteve	Gisela Luciana Ayuso Doménech	Borja Sastre Hierro	Vinicio Escamilla Llanos	Mireia Carreras Barrena
2024-05-02 14:18:16	Colombia	Niolimar Sequera	Cliente I	pozafrancisca@example.net	5	Peón de explotaciones agrícolas	6 meses	Hibrido	Pregrado Ingeniería de Sistemas	Magnam dolorem delectus sunt. Minima aspernatur explicabo suscipit ipsa officia illo. Exercitationem pariatur a officiis adipisci.	6 meses - 1 año	Cliente	N/A	5294454	$ 3869789 + $268260	Deserunt sequi quis voluptates. Eos illum error officia minus.	Barbara Correa	ATENDIDA	Alias animi hic ipsa natus amet.	2	2024-09-08 05:57:09	Quique del Gelabert	Virginia Carbó-Blazquez	Eduardo Elías	Amor del Pinilla	Rosa Feliu Toro	Dani Blanch Rocha
2024-08-13 11:15:51	Colombia	Niolimar Sequera	Banco Falabella	rafaelacanet@example.com	4	Ayudante de odontología	1 Año	Presencial	Pregrado Ingeniería de Sistemas	Doloremque aut facere numquam vel. Unde inventore consectetur odit tempore molestiae ipsa.	6 meses - 1 año	Samtel	Por definir	8229740	$ 3142130 + $458203	Officiis nemo earum minus. Rem cumque cupiditate vero dolores.	Alicia Perdomo	CONTRATADO	Esse aliquid neque veniam atque officiis nulla.	7	2024-04-18 07:48:46	Jerónimo Gomila Soria	Leyre Sanmiguel-Anaya	Nilo Huguet Solano	Mauricio Solano Nebot	Virginia Pi-Meléndez	Juan Pablo Luz Piñol
2024-12-21 14:08:49	España	Alexander Gabel	Cliente J	mugicaetelvina@example.org	2	Gerente de centros deportivos, de esparcimiento y culturales	6 meses	100 % Remoto	Tecnología	Praesentium consequuntur quae sequi et quod quidem. Ducimus quod omnis ea.	6 meses - 1 año	Cliente	Por determinar	2603417	$ 4899068 + $196411	Amet eligendi tenetur. Enim molestias fugiat. Veniam vel explicabo.	Alexander Gabel	ATENDIDA	Itaque error ducimus unde.	7	2024-09-21 04:31:22	Zaira Sacristán Cobo	Bernarda de Olmo	Mario Moya Feijoo	Cecilio Villaverde Seguí	Violeta Blasco Cañellas	Zaida Santamaria Garrido
2024-12-11 03:45:55	Colombia	Víctor Díaz	Cliente E	spazos@example.org	3	Maestro de enseñanza primaria	1 Año	100 % Remoto	Pregrado Ingeniería de Sistemas	"Velit velit tempora quibusdam. Alias illum molestias suscipit reprehenderit.
Voluptates repellendus harum officia ratione doloremque aliquid. Aut officia quasi cupiditate cumque quasi corrupti."	> a 3 años	Cliente	Por definir	2551314	$ 1840357 + $270283	Dolores impedit nulla nesciunt. Cupiditate tenetur provident facere at.	Alicia Perdomo	CONTRATADO	Rem placeat magni doloremque vero.	10	2024-10-08 01:24:18	Bibiana Blasco Ródenas	Narciso de Rodriguez	Tiburcio Torrents	Pascuala Amaya Casal Flor	María Oliver	Concha Manjón Osuna
2025-01-07 11:19:32	España	Angelica Garzón	Cliente M	javieraarevalo@example.com	3	Auxiliar laico de las religión	6 meses	100 % Remoto	Tecnología	"Doloribus vero culpa alias veritatis accusantium animi. Enim est nisi sed aliquid totam totam accusantium.
Soluta cumque ducimus placeat. Officiis repellat libero maiores vero."	5 Años	Samtel	Por determinar	5773864	$ 3232856 + $369318	Perspiciatis quia doloremque error aperiam culpa. Nihil aliquam ipsa vitae consequuntur quas quas.	Cristian Carrillo	CONTRATADO	In reiciendis hic consectetur.	10	2024-05-14 21:25:22	Ana Belda	Eustaquio Novoa Taboada	Chelo Gordillo Pizarro	Paulino Adadia	Rosario Roca Figueras	Sarita Quevedo Gabaldón
2025-02-17 18:35:16	España	Víctor Díaz	Cliente I	conchacanete@example.net	1	Actuario	Indefinido	Presencial	Tecnología	Enim debitis id sed iste. In et reprehenderit quia numquam. Quo ea nulla explicabo natus eveniet.	6 meses - 1 año	Cliente	N/A	9230057	$ 2360534 + $139588	Sed rerum velit quis fugiat porro vitae. Occaecati sint quibusdam quis.	Cristian Carrillo	CONTRATADO	Voluptates libero doloribus.	2	2025-02-24 03:54:27	Zaida Arévalo Blanch	Lidia Aguilera Guerra	Dionisio Jordán Cervantes Cerro	Ágata Amaya Arenas Román	Begoña Alemán Mendoza	Maristela Luís Milla
2025-01-05 02:44:54	Colombia	Alexander Gabel	Cliente R	omancebo@example.com	1	Artesano	Indefinido	100 % Remoto	Ingeniería de Sistemas	Fuga placeat quaerat ipsum facilis commodi commodi. Mollitia et nihil impedit odio.	> a 3 años	Cliente	Por definir	3884918	$ 3002842 + $162465	Fugit quo doloremque. Esse dolorem nobis reprehenderit velit. Id debitis dignissimos autem eos.	Angelica Garzón	CERRADA	Optio fuga amet aspernatur expedita.	5	2024-07-19 04:20:14	Jose Miguel Bosch Criado	Dionisio Navas	Adelia Lladó Barral	Amor Santana	Jordi de Nicolau	Sofía Gras Coello
